date,aggregator,candidate,value,date_added,error
2024-09-22,NYT,Harris,0.49,2024-09-22 08:04:28,
2024-09-22,NS,Trump,0.463,2024-09-22 08:04:30,
2024-09-22,NS,Harris,0.49,2024-09-22 08:04:30,
2024-09-19,Economist,Harris,0.5,2024-09-22 08:04:35,
2024-09-19,Economist,Trump,0.46,2024-09-22 08:04:35,
2024-09-21,538,Harris,0.483,2024-09-22 14:05:18,
2024-09-21,538,Trump,0.456,2024-09-22 14:05:18,
2024-09-22,RCP,Harris,0.493,2024-09-22 14:05:20,
2024-09-22,RCP,Trump,0.474,2024-09-22 14:05:20,
2024-09-22,NYT,Trump,0.47,2024-09-22 14:05:23,
2024-09-22,NYT,Harris,0.49,2024-09-22 14:05:23,
2024-09-22,NS,Trump,0.463,2024-09-22 14:05:25,
2024-09-22,NS,Harris,0.49,2024-09-22 14:05:25,
2024-09-19,Economist,Harris,0.5,2024-09-22 14:05:30,
2024-09-19,Economist,Trump,0.46,2024-09-22 14:05:30,
2024-09-22,538,Harris,0.484,2024-09-22 20:04:22,
2024-09-22,538,Trump,0.455,2024-09-22 20:04:22,
2024-09-22,RCP,Harris,0.494,2024-09-22 20:04:24,
2024-09-22,RCP,Trump,0.472,2024-09-22 20:04:24,
2024-09-22,NYT,Trump,0.47,2024-09-22 20:04:29,
2024-09-22,NYT,Harris,0.5,2024-09-22 20:04:29,
2024-09-22,NS,Trump,0.462,2024-09-22 20:04:31,
2024-09-22,NS,Harris,0.492,2024-09-22 20:04:31,
2024-09-19,Economist,Harris,0.5,2024-09-22 20:04:37,
2024-09-19,Economist,Trump,0.46,2024-09-22 20:04:37,
2024-09-22,538,Harris,0.484,2024-09-23 02:14:53,
2024-09-22,538,Trump,0.455,2024-09-23 02:14:53,
2024-09-23,RCP,Harris,0.494,2024-09-23 02:14:55,
2024-09-23,RCP,Trump,0.472,2024-09-23 02:14:55,
2024-09-22,NYT,Trump,0.47,2024-09-23 02:14:58,
2024-09-22,NYT,Harris,0.5,2024-09-23 02:14:58,
2024-09-23,NS,Trump,0.462,2024-09-23 02:15:01,
2024-09-23,NS,Harris,0.492,2024-09-23 02:15:01,
2024-09-20,Economist,Harris,0.503,2024-09-23 02:15:07,
2024-09-20,Economist,Trump,0.463,2024-09-23 02:15:07,
2024-09-22,538,Harris,0.484,2024-09-23 08:05:08,
2024-09-22,538,Trump,0.455,2024-09-23 08:05:08,
2024-09-23,RCP,Harris,0.494,2024-09-23 08:05:10,
2024-09-23,RCP,Trump,0.472,2024-09-23 08:05:10,
2024-09-23,NYT,Trump,0.47,2024-09-23 08:05:14,
2024-09-23,NYT,Harris,0.5,2024-09-23 08:05:14,
2024-09-23,NS,Trump,0.462,2024-09-23 08:05:16,
2024-09-23,NS,Harris,0.492,2024-09-23 08:05:16,
2024-09-20,Economist,Harris,0.503,2024-09-23 08:05:21,
2024-09-20,Economist,Trump,0.463,2024-09-23 08:05:21,
2024-09-22,538,Harris,0.484,2024-09-23 14:06:17,
2024-09-22,538,Trump,0.455,2024-09-23 14:06:17,
2024-09-23,RCP,Harris,0.494,2024-09-23 14:06:19,
2024-09-23,RCP,Trump,0.472,2024-09-23 14:06:19,
2024-09-23,NYT,Trump,0.47,2024-09-23 14:06:22,
2024-09-23,NYT,Harris,0.5,2024-09-23 14:06:22,
2024-09-23,NS,Trump,0.462,2024-09-23 14:06:25,
2024-09-23,NS,Harris,0.492,2024-09-23 14:06:25,
2024-09-20,Economist,Harris,0.503,2024-09-23 14:06:29,
2024-09-20,Economist,Trump,0.463,2024-09-23 14:06:29,
2024-09-23,538,Harris,0.483,2024-09-23 20:04:35,
2024-09-23,538,Trump,0.457,2024-09-23 20:04:35,
2024-09-23,RCP,Harris,0.494,2024-09-23 20:04:37,
2024-09-23,RCP,Trump,0.472,2024-09-23 20:04:37,
2024-09-23,NYT,Trump,0.47,2024-09-23 20:04:40,
2024-09-23,NYT,Harris,0.5,2024-09-23 20:04:40,
2024-09-23,NS,Trump,0.463,2024-09-23 20:04:43,
2024-09-23,NS,Harris,0.492,2024-09-23 20:04:43,
2024-09-20,Economist,Harris,0.503,2024-09-23 20:04:48,
2024-09-20,Economist,Trump,0.463,2024-09-23 20:04:48,
2024-09-23,538,Harris,0.483,2024-09-24 02:14:33,
2024-09-23,538,Trump,0.456,2024-09-24 02:14:33,
2024-09-24,RCP,Harris,0.494,2024-09-24 02:14:35,
2024-09-24,RCP,Trump,0.472,2024-09-24 02:14:35,
2024-09-23,NYT,Trump,0.47,2024-09-24 02:14:38,
2024-09-23,NYT,Harris,0.5,2024-09-24 02:14:38,
2024-09-24,NS,Trump,0.463,2024-09-24 02:14:40,
2024-09-24,NS,Harris,0.492,2024-09-24 02:14:40,
2024-09-20,Economist,Harris,0.503,2024-09-24 02:14:46,
2024-09-20,Economist,Trump,0.463,2024-09-24 02:14:46,
2024-09-23,538,Harris,0.483,2024-09-24 08:05:21,
2024-09-23,538,Trump,0.456,2024-09-24 08:05:21,
2024-09-24,RCP,Harris,0.494,2024-09-24 08:05:23,
2024-09-24,RCP,Trump,0.472,2024-09-24 08:05:23,
2024-09-24,NYT,Trump,0.47,2024-09-24 08:05:27,
2024-09-24,NYT,Harris,0.5,2024-09-24 08:05:27,
2024-09-24,NS,Trump,0.463,2024-09-24 08:05:29,
2024-09-24,NS,Harris,0.492,2024-09-24 08:05:29,
2024-09-20,Economist,Harris,0.503,2024-09-24 08:05:34,
2024-09-20,Economist,Trump,0.463,2024-09-24 08:05:34,
2024-09-23,538,Harris,0.483,2024-09-24 14:05:10,
2024-09-23,538,Trump,0.456,2024-09-24 14:05:10,
2024-09-24,RCP,Harris,0.494,2024-09-24 14:05:12,
2024-09-24,RCP,Trump,0.472,2024-09-24 14:05:12,
2024-09-24,NYT,Trump,0.47,2024-09-24 14:05:15,
2024-09-24,NYT,Harris,0.5,2024-09-24 14:05:15,
2024-09-24,NS,Trump,0.463,2024-09-24 14:05:18,
2024-09-24,NS,Harris,0.492,2024-09-24 14:05:18,
2024-09-20,Economist,Harris,0.503,2024-09-24 14:05:23,
2024-09-20,Economist,Trump,0.463,2024-09-24 14:05:23,
2024-09-24,538,Harris,0.482,2024-09-24 20:04:38,
2024-09-24,538,Trump,0.457,2024-09-24 20:04:38,
2024-09-24,RCP,Harris,0.493,2024-09-24 20:04:40,
2024-09-24,RCP,Trump,0.47,2024-09-24 20:04:40,
2024-09-24,NYT,Trump,0.47,2024-09-24 20:04:44,
2024-09-24,NYT,Harris,0.49,2024-09-24 20:04:44,
2024-09-24,NS,Trump,0.463,2024-09-24 20:04:46,
2024-09-24,NS,Harris,0.492,2024-09-24 20:04:46,
2024-09-20,Economist,Harris,0.503,2024-09-24 20:04:52,
2024-09-20,Economist,Trump,0.463,2024-09-24 20:04:52,
